time(s),48.0Hz,48.25Hz,48.5Hz,48.75Hz,49.0Hz,49.25Hz,49.5Hz,49.75Hz,50.0Hz,50.25Hz,50.5Hz,50.75Hz,51.0Hz,51.25Hz,51.5Hz,51.75Hz,52.0Hz
0.315,38.3169,-35.1441,-100.1749,-141.1764,-148.3135,-119.8741,-62.6801,9.5492,79.4879,130.3595,149.9614,133.5915,85.1766,16.33,-56.4336,-115.6604,-147.1433
0.3152,29.5049,-43.9158,-106.7892,-144.0148,-146.6521,-114.0677,-54.0874,18.8831,87.3184,134.7824,149.8753,128.9725,77.0941,6.6998,-65.3035,-121.6228,-148.7317
0.3154,20.5856,-52.5262,-113.007,-146.3129,-144.4349,-107.8246,-45.2856,28.1432,94.8044,138.6679,149.1859,123.8291,68.6951,-2.9581,-73.9,-127.0711,-149.6853
0.3156,11.5914,-60.9435,-118.8051,-148.0621,-141.6702,-101.1686,-36.3086,37.2933,101.9162,142.0008,147.8959,118.1823,60.014,-12.6039,-82.1871,-131.9821,-150.0
0.3158,2.555,-69.1369,-124.1621,-149.2557,-138.3686,-94.1252,-27.1912,46.2978,108.6258,144.7676,146.0105,112.0549,51.0865,-22.1973,-90.13,-136.3352,-149.6744
0.316,-6.4906,-77.0761,-129.058,-149.8894,-134.5425,-86.7214,-17.9685,55.1213,114.9067,146.9573,143.5372,105.472,41.9492,-31.6987,-97.6956,-140.112,-148.7099
0.3162,-15.5126,-84.7321,-133.4746,-149.9608,-130.2064,-78.9855,-8.6764,63.7295,120.7341,148.5613,140.4862,98.4602,32.6397,-41.0687,-104.8522,-143.2964,-147.1106
0.3164,-24.4782,-92.0767,-137.3956,-149.4695,-125.3769,-70.9472,0.6493,72.0886,126.085,149.573,136.8695,91.0481,23.1962,-50.2684,-111.5698,-145.875,-144.8835
0.3166,-33.3548,-99.0828,-140.8065,-148.4175,-120.0721,-62.6372,9.9724,80.1661,130.9383,149.9886,132.7018,83.2659,13.6575,-59.2597,-117.8202,-147.837,-142.0378
0.3168,-42.1101,-105.7248,-143.6944,-146.8087,-114.3122,-54.0874,19.257,87.9304,135.2749,149.8063,127.9999,75.1451,4.0626,-68.0053,-123.5774,-149.1739,-138.5859
0.317,-50.7121,-111.9783,-146.0488,-144.649,-108.119,-45.3305,28.4671,95.3511,139.0776,149.0269,122.7826,66.7187,-5.5489,-76.4689,-128.8172,-149.8802,-134.5425
0.3172,-59.1298,-117.8202,-147.8608,-141.9467,-101.516,-36.4,37.5671,102.3993,142.3314,147.6534,117.0711,58.0211,-15.1376,-84.6154,-133.5176,-149.9529,-129.9247
0.3174,-67.3324,-123.2291,-149.1238,-138.7118,-94.5282,-27.3302,46.5218,109.0473,145.0235,145.6913,110.8883,49.0876,-24.6642,-92.4111,-137.659,-149.3916,-124.7524
0.3176,-75.29,-128.1851,-149.833,-134.9565,-87.1822,-18.1557,55.2966,115.2693,147.1433,143.1486,104.259,39.9546,-34.0895,-99.8236,-141.2241,-148.1988,-119.0476
0.3178,-82.9738,-132.67,-149.9858,-130.6949,-79.5057,-8.9116,63.8574,121.041,148.6823,140.0352,97.21,30.659,-43.3748,-106.8223,-144.1979,-146.3795,-112.8346
0.318,-90.3559,-136.6674,-149.5817,-125.943,-71.5278,0.3665,72.1713,126.3396,149.6346,136.3636,89.7697,21.2389,-52.4821,-113.378,-146.568,-143.9414,-106.14
0.3182,-97.4092,-140.1624,-148.6221,-120.7185,-63.2788,9.6433,80.206,131.1447,149.9963,132.1485,81.9679,11.7323,-61.3738,-119.4637,-148.3244,-140.8947,-98.9924
0.3184,-104.1083,-143.1423,-147.1106,-115.0412,-54.79,18.8831,87.9304,135.4373,149.7661,127.4066,73.8362,2.1781,-70.0136,-125.054,-149.4598,-137.2524,-91.4222
0.3186,-110.4287,-145.5961,-145.0529,-108.9322,-46.0935,28.0506,95.3147,139.2008,148.9448,122.1568,65.4072,-7.385,-78.3659,-130.1258,-149.9695,-133.0299,-83.4617
0.3188,-116.3475,-147.5149,-142.4565,-102.4146,-37.2223,37.1107,102.3304,142.4204,147.5357,116.4202,56.7149,-16.9181,-86.3964,-134.658,-149.8512,-128.2449,-75.1451
0.319,-121.8431,-148.8915,-139.3311,-95.5127,-28.2101,46.0287,108.9502,145.0835,145.5444,110.2194,47.7943,-26.3823,-94.0722,-138.632,-149.1056,-122.9178,-66.5076
0.3192,-126.8955,-149.7209,-135.6884,-88.2525,-19.0909,54.7705,115.1486,147.1798,142.9786,103.5794,38.6812,-35.7393,-101.3617,-142.0311,-147.7357,-117.0711,-57.5863
0.3194,-131.4863,-150.0,-131.5417,-80.6612,-9.8993,63.3026,120.9016,148.701,139.8486,96.5264,29.4125,-44.951,-108.235,-144.8413,-145.7472,-110.7295,-48.4192
0.3196,-135.599,-149.7278,-126.9066,-72.7672,-0.6702,71.5922,126.187,149.6412,136.1666,89.0887,20.0253,-53.98,-114.664,-147.051,-143.1486,-103.9197,-39.0453
0.3198,-139.2184,-148.9054,-121.8003,-64.6003,8.5614,79.6077,130.9843,149.9967,131.9473,81.2958,10.5575,-62.7895,-120.6221,-148.651,-139.9506,-96.6706,-29.5049
0.32,-142.3314,-147.5357,-116.2417,-56.191,17.7606,87.3184,135.2749,149.7661,127.2072,73.1789,1.0472,-71.3436,-126.085,-149.6346,-136.1666,-89.0128,-19.8385
0.3202,-144.9267,-145.6238,-110.2514,-47.5709,26.8925,94.6948,139.0422,148.9504,121.9651,64.7704,-8.4673,-79.6077,-131.0302,-149.9978,-131.8126,-80.9788,-10.0874
0.3204,-146.995,-143.1767,-103.8517,-38.7723,35.9224,101.7086,142.2718,147.5527,116.2417,56.1036,-17.9478,-87.5482,-135.4373,-149.7391,-126.9066,-72.6023,-0.2932
0.3206,-148.5285,-140.2034,-97.0664,-29.8282,44.8161,108.3329,144.951,145.5785,110.0595,47.2132,-27.3559,-95.1327,-139.2884,-148.8595,-121.4694,-63.919,9.5022
0.3208,-149.5219,-136.7148,-89.9206,-20.7723,53.54,114.5424,147.0696,143.0355,103.4429,38.1346,-36.654,-102.3304,-142.5676,-147.3627,-115.5236,-54.9654,19.257
0.321,-149.9713,-132.7238,-82.4409,-11.6384,62.061,120.3133,148.6193,139.9336,96.4181,28.904,-45.8044,-109.112,-145.2614,-145.2549,-109.0941,-45.7795,28.9297
0.3212,-149.8753,-128.2449,-74.6551,-2.4608,70.3468,125.6235,149.5941,136.285,89.0128,19.5582,-54.7705,-115.4501,-147.3588,-142.5448,-102.2078,-36.4,38.4788
0.3214,-149.2342,-123.2948,-66.5921,6.726,78.3659,130.4527,149.9903,132.1039,81.2562,10.1344,-63.5161,-121.3187,-148.8511,-139.2437,-94.8936,-26.8667,47.8637
0.3216,-148.0503,-117.8915,-58.2818,15.8875,86.0879,134.7824,149.8063,127.4066,73.1789,0.6702,-72.006,-126.6941,-149.7322,-135.3652,-87.1822,-17.2198,57.0444
0.3218,-146.3279,-112.0549,-49.755,24.9895,93.4837,138.596,149.0429,122.2115,64.8129,-8.7966,-80.206,-131.5543,-149.9986,-130.9255,-79.1057,-7.5,65.9815
0.322,-144.0732,-105.8065,-41.0435,33.9977,100.5251,141.8788,147.7029,116.5389,56.191,-18.2284,-88.083,-135.8797,-149.6491,-125.943,-70.698,2.2514,74.6369
0.3222,-141.2946,-99.1693,-32.1796,42.8783,107.1856,144.6185,145.7917,110.411,47.3474,-27.5876,-95.6055,-139.6526,-148.6851,-120.4382,-61.9943,11.9933,82.9738
0.3224,-138.002,-92.1676,-23.1962,51.5981,113.4397,146.8044,143.3165,103.8517,38.3169,-36.8367,-102.7431,-142.8578,-147.1106,-114.4341,-53.031,21.6845,90.9566
0.3226,-134.2074,-84.8271,-14.1267,60.1243,119.2639,148.4281,140.287,96.8866,29.1352,-45.939,-109.4671,-145.4821,-144.9321,-107.9555,-43.8457,31.2841,98.551
0.3228,-129.9247,-77.1749,-5.0047,68.4249,124.636,149.4835,136.7148,89.543,19.8385,-54.8582,-115.7503,-147.5149,-142.1586,-101.0293,-34.4769,40.7513,105.7248
0.323,-125.1695,-69.2391,4.1359,76.4689,129.5357,149.9666,132.6138,81.8495,10.4635,-63.5588,-121.5676,-148.9479,-138.8013,-93.6842,-24.9637,50.0463,112.4474
0.3232,-119.959,-61.0488,13.2611,84.2259,133.9445,149.8753,127.9999,73.8362,1.0472,-72.006,-126.8955,-149.7754,-134.8741,-85.9507,-15.346,59.1298,118.6899
0.3234,-114.3122,-52.6341,22.3371,91.6669,137.8455,149.2103,122.8908,65.5344,-8.3732,-80.1661,-131.7125,-149.9939,-130.3932,-77.8607,-5.664,67.9632,124.4259
0.3236,-108.2495,-44.026,31.3301,98.764,141.2241,147.9738,117.3064,56.9766,-17.7606,-88.0067,-135.9992,-149.6025,-125.3769,-69.448,4.0417,76.5094,129.6307
0.3238,-101.7932,-35.256,40.2068,105.4906,144.0674,146.1708,111.2683,48.1961,-27.0779,-95.4966,-139.7385,-148.6029,-119.8457,-60.7473,13.7305,84.7321,134.2822
0.324,-94.9666,-26.3566,48.9342,111.8214,146.3646,143.8081,104.7998,39.2273,-36.2883,-102.6057,-142.9151,-146.9991,-113.8225,-51.7947,23.3617,92.5966,138.3605
0.3242,-87.7946,-17.3602,57.4799,117.7327,148.1071,140.8947,97.9259,30.1053,-45.3555,-109.3059,-145.5164,-144.7977,-107.332,-42.6274,32.8952,100.0696,141.8482
0.3244,-80.3033,-8.3,65.8121,123.2023,149.2882,137.4418,90.6732,20.8656,-54.2437,-115.5703,-147.5319,-142.0075,-100.4007,-33.2833,42.2909,107.1196,144.7305
0.3246,-72.5199,0.7906,73.9,128.2096,149.9034,133.4627,83.0698,11.5444,-62.9178,-121.3741,-148.9535,-138.64,-93.0572,-23.8013,51.5096,113.7167,146.995
0.3248,-64.4727,9.8784,81.7134,132.736,149.9505,128.9725,75.1451,2.1781,-71.3436,-126.6941,-149.7754,-134.7087,-85.3317,-14.2205,60.5126,119.8331,148.632
0.325,-56.191,18.9298,89.2234,136.7643,149.4292,123.9885,66.9297,-7.1967,-79.4879,-131.509,-149.9943,-130.2298,-77.2557,-4.5808,69.2623,125.4429,149.6346
0.3252,-47.7049,27.9117,96.4021,140.2796,148.3415,118.5297,58.4554,-16.5434,-87.3184,-135.7998,-149.6093,-125.2214,-68.8626,5.0779,77.722,130.5224,149.9985
0.3254,-39.0453,36.791,103.2228,143.2685,146.6916,112.617,49.755,-25.8255,-94.8044,-139.5492,-148.6221,-119.7039,-60.1867,14.7156,85.8562,135.0501,149.7221
0.3256,-30.2437,45.5351,109.6602,145.72,144.4856,106.2731,40.8622,-35.0066,-101.9162,-142.7424,-147.0365,-113.6997,-51.2637,24.2922,93.631,139.0069,148.8067
0.3258,-21.3321,54.1119,115.6904,147.6247,141.7321,99.5224,31.8113,-44.051,-108.6258,-145.3666,-144.859,-107.2332,-42.1302,33.7682,101.0138,142.376,147.2561
0.326,-12.343,62.4897,121.291,148.9756,138.4413,92.3905,22.6374,-52.9233,-114.9067,-147.4113,-142.0983,-100.3307,-32.8237,43.1041,107.9737,145.1432,145.0769
0.3262,-3.3089,70.6379,126.4412,149.7676,134.6257,84.9048,13.3759,-61.5887,-120.7341,-148.8685,-138.7656,-93.0203,-23.3824,52.2613,114.4815,147.2968,142.2784
0.3264,5.7372,78.5265,131.1218,149.9977,130.2999,77.0941,4.0626,-70.0136,-126.085,-149.7322,-134.8741,-85.3317,-13.8452,61.2018,120.51,148.8277,138.8727
0.3266,14.7625,86.1265,135.3156,149.665,125.4802,68.9881,-5.2663,-78.1649,-130.9383,-149.9991,-130.4398,-77.2961,-4.2511,69.8885,126.0339,149.7294,134.8741
0.3268,23.7341,93.41,139.0069,148.7708,120.1849,60.618,-14.5749,-86.0107,-135.2749,-149.6681,-125.4802,-68.9463,5.3605,78.2855,131.0302,149.9982,130.2999
0.327,32.6193,100.3501,142.182,147.3185,114.4341,52.0158,-23.8271,-93.5205,-139.0776,-148.7405,-120.0155,-60.3161,14.9501,86.3579,135.4778,149.6328,125.1695
0.3272,41.3859,106.9215,144.8291,145.3135,108.2495,43.2144,-32.9871,-100.665,-142.3314,-147.22,-114.0677,-51.4408,24.4782,94.0722,139.3583,148.6348,119.5048
0.3274,50.0019,113.0999,146.9384,142.7633,101.6547,34.2475,-42.0196,-107.4161,-145.0235,-145.1127,-107.6606,-42.3562,33.9059,101.3964,142.6552,147.0085,113.33
0.3276,58.4361,118.8626,148.5021,139.6775,94.6745,25.1495,-50.8895,-113.7475,-147.1433,-142.427,-100.8201,-33.0995,43.1943,108.3003,145.3549,144.7607,106.6715
0.3278,66.6578,124.1885,149.5143,136.0676,87.3355,15.9552,-59.5626,-119.6344,-148.6823,-139.1735,-93.5738,-23.7082,52.3054,114.7551,147.4461,141.9009,99.5576
0.328,74.6369,129.058,149.9713,131.9473,79.6654,6.6998,-68.0053,-125.054,-149.6346,-135.3652,-85.9507,-14.2205,61.2018,120.7341,148.9199,138.4413,92.0188
0.3282,82.3447,133.4531,149.8715,127.3319,71.6934,-2.5812,-76.1849,-129.9849,-149.9963,-131.0174,-77.9815,-4.675,69.8468,126.2125,149.7702,134.3963,84.0872
0.3284,89.7529,137.3578,149.2151,122.2388,63.4497,-11.8524,-84.0698,-134.4079,-149.7661,-126.1474,-69.6985,4.8895,78.2051,131.1676,149.9934,129.7832,75.7967
0.3286,96.8346,140.7577,148.0046,116.6871,54.9654,-21.0782,-91.6296,-138.3058,-148.9448,-120.7744,-61.1348,14.4342,86.2422,135.5788,149.5887,124.6214,67.1826
0.3288,103.5642,143.6402,146.2445,110.6977,46.2729,-30.2232,-98.8349,-141.6633,-147.5357,-114.9201,-52.3251,23.9202,93.9253,139.4279,148.5576,118.9328,58.2818
0.329,109.9171,145.9949,143.9414,104.2929,37.4049,-39.2526,-105.658,-144.4673,-145.5444,-108.6077,-43.3046,33.3089,101.2227,142.6989,146.9046,112.7414,49.1322
0.3292,115.8701,147.813,141.1037,97.4968,28.3952,-48.1316,-112.0723,-146.7069,-142.9786,-101.8624,-34.1099,42.5621,108.1044,145.3782,144.6365,106.0734,39.7728
0.3294,121.4018,149.0878,137.7421,90.335,19.2778,-56.8264,-118.0532,-148.3732,-139.8486,-94.711,-24.7778,51.6424,114.5424,147.4547,141.7629,98.957,30.2437
0.3296,126.4918,149.8147,133.869,82.8342,10.0874,-65.3035,-123.5774,-149.4598,-136.1666,-87.1822,-15.346,60.5126,120.51,148.9199,138.2957,91.4222,20.5856
0.3298,131.1218,149.991,129.4988,75.0227,0.8587,-73.5306,-128.6236,-149.9625,-131.9473,-79.3058,-5.8523,69.1369,125.9828,149.7676,134.2495,83.5009,10.8395
0.33,135.2749,149.6161,124.6477,66.9297,-8.3732,-81.4762,-133.1723,-149.8792,-127.2072,-71.1132,3.6648,77.48,130.9383,149.9943,129.6412,75.2266,1.0472
0.3302,138.9359,148.6913,119.3337,58.5856,-17.5734,-89.1097,-137.2059,-149.2103,-121.9651,-62.6372,13.1672,85.5081,135.3562,149.5991,124.4902,66.6343,-8.7496
0.3304,142.0916,147.22,113.5766,50.0217,-26.707,-96.4021,-140.7088,-147.9584,-116.2417,-53.9116,22.6167,93.1886,139.2184,148.5836,118.8179,57.7603,-18.509
0.3306,144.7305,145.2077,107.3978,41.2701,-35.7393,-103.3253,-143.6674,-146.1284,-110.0595,-44.971,31.975,100.4902,142.5089,146.9521,112.6481,48.6421,-28.1895
0.3308,146.8429,142.6617,100.8201,32.3637,-44.6362,-109.8529,-146.0702,-143.7274,-103.4429,-35.8512,41.2047,107.3832,145.2143,144.7112,106.0068,39.3183,-37.7496
0.331,148.4213,139.5914,93.8681,23.3359,-53.3639,-115.9599,-147.9081,-140.7649,-96.4181,-26.5885,50.2684,113.8396,147.3234,141.8703,98.9216,29.8282,-47.1486
0.3312,149.4598,136.0081,86.5675,14.2205,-61.8894,-121.6228,-149.1739,-137.2524,-89.0128,-17.2198,59.1298,119.8331,148.8277,138.4413,91.4222,20.2121,-56.3463
0.3314,149.9547,131.9249,78.9454,5.0518,-70.1802,-126.82,-149.8627,-133.2036,-81.2562,-7.7824,67.7531,125.3395,149.7209,134.4381,83.54,10.5105,-65.3035
0.3316,149.9042,127.3568,71.0302,-4.1359,-78.2051,-131.5317,-149.9718,-128.6344,-73.1789,1.686,76.1037,130.3362,149.9993,129.8776,75.3081,0.7645,-73.982
0.3318,149.3084,122.3207,62.8513,-13.3081,-85.9335,-135.7397,-149.5007,-123.5626,-64.8129,11.1476,84.1479,134.803,149.6618,124.7786,66.7609,-8.9848,-82.3447
0.332,148.1696,116.835,54.4389,-22.4303,-93.3362,-139.4279,-148.4515,-118.0079,-56.191,20.5648,91.8533,138.7218,148.7099,119.1622,57.9342,-18.6961,-90.3559
0.3322,146.4918,110.92,45.8244,-31.4684,-100.3852,-142.5822,-146.828,-111.9922,-47.3474,29.9001,99.1889,142.0765,147.1473,113.0517,48.8649,-28.3283,-97.9814
0.3324,144.2813,104.5973,37.0397,-40.3884,-107.0536,-145.1906,-144.6365,-105.539,-38.3169,39.1161,106.1252,144.8536,144.9806,106.4725,39.5911,-37.8408,-105.1887
0.3326,141.5459,97.8902,28.1175,-49.1569,-113.3163,-147.2431,-141.8856,-98.6733,-29.1352,48.1763,112.6343,147.0417,142.2186,99.4518,30.1514,-47.1933,-111.947
0.3328,138.2957,90.8233,19.0909,-57.741,-119.1495,-148.7317,-138.5859,-91.4222,-19.8385,57.0444,118.6899,148.632,138.8727,92.0188,20.5856,-56.3463,-118.2274
0.333,134.5425,83.4226,9.9933,-66.1084,-124.531,-149.6509,-134.7502,-83.8138,-10.4635,65.6851,124.2677,149.618,134.9565,84.2042,10.9335,-65.2611,-124.0032
0.3332,130.2999,75.7153,0.8587,-74.2278,-129.4406,-149.997,-130.3932,-75.878,-1.0472,74.064,129.3452,149.9957,130.4863,76.0405,1.2357,-73.9,-129.2497
0.3334,125.5834,67.7298,-8.2791,-82.0688,-133.8595,-149.7687,-125.5318,-67.6457,8.3732,82.1476,133.902,149.7635,125.4802,67.5615,-8.4673,-82.2265,-133.9445
0.3336,120.4101,59.4953,-17.3862,-89.6018,-137.7711,-148.967,-120.1849,-59.149,17.7606,89.9038,137.9198,148.9224,119.959,58.8024,-18.1349,-90.2053,-138.0675
0.3338,114.7989,51.0422,-26.4287,-96.7987,-141.1605,-147.5949,-114.3732,-50.4213,27.0779,97.3017,141.3822,147.4758,113.9452,49.7995,-27.7265,-97.8029,-141.6013
0.334,108.7701,42.4014,-35.3731,-103.6324,-144.0148,-145.6576,-108.119,-41.4966,36.2883,104.3117,144.2755,145.4296,107.4636,40.5901,-37.202,-104.9869,-144.5306
0.3342,102.3457,33.6049,-44.1861,-110.0773,-146.3233,-143.1626,-101.4466,-32.4097,45.3555,110.9059,146.588,142.7922,100.5407,31.2124,-46.5218,-111.7271,-146.8429
0.3344,95.549,24.6848,-52.8351,-116.1092,-148.0771,-140.1195,-94.3818,-23.1962,54.2437,117.058,148.3103,139.5741,93.205,21.7052,-55.6468,-117.995,-148.5285
0.3346,88.4048,15.6741,-61.2878,-121.7055,-149.2697,-136.5398,-86.9519,-13.8921,62.9178,122.7435,149.4356,135.7886,85.4866,12.1081,-64.5389,-123.7641,-149.5801
0.3348,80.9391,6.6057,-69.513,-126.8452,-149.8966,-132.4372,-79.1857,-4.5337,71.3436,127.9398,149.9592,131.451,77.4172,2.4608,-73.1607,-129.0099,-149.9932
0.335,73.1789,-2.487,-77.48,-131.509,-149.9552,-127.8276,-71.1132,4.8424,79.4879,132.626,149.8792,126.579,69.03,-7.1967,-81.4762,-133.7104,-149.7661
0.3352,65.1526,-11.5705,-85.1593,-135.6794,-149.4455,-122.7285,-62.7657,14.1996,87.3184,136.7837,149.1957,121.1923,60.3593,-16.8244,-89.4505,-137.8455,-148.8997
0.3354,56.8894,-20.6115,-92.5224,-139.3408,-148.3694,-117.1594,-54.1753,23.5014,94.8044,140.396,147.9116,115.3129,51.4408,-26.3823,-97.0504,-141.398,-147.3977
0.3356,48.4192,-29.5767,-99.5419,-142.4794,-146.7308,-111.1418,-45.3754,32.7113,101.9162,143.4488,146.0321,108.9646,42.311,-35.8309,-104.2439,-144.3526,-145.2666
0.3358,39.7728,-38.4333,-106.1918,-145.0835,-144.5362,-104.6986,-36.4,41.7934,108.6258,145.9297,143.5646,102.1733,33.0076,-45.1308,-111.001,-146.6971,-142.5154
0.336,30.9819,-47.1486,-112.4474,-147.1433,-141.7937,-97.8545,-27.2838,50.7121,114.9067,147.829,140.5192,94.9666,23.5686,-54.2437,-117.2934,-148.4213,-139.1559
0.3362,22.0782,-55.6906,-118.2854,-148.651,-138.5137,-90.6356,-18.0621,59.4328,120.7341,149.139,136.908,87.3738,14.0328,-63.1316,-123.0946,-149.5181,-135.2024
0.3364,13.0942,-64.0279,-123.6841,-149.601,-134.7087,-83.0698,-8.7705,67.9212,126.085,149.8545,132.7457,79.4257,4.4395,-71.7578,-128.3805,-149.9828,-130.6718
0.3366,4.0626,-72.13,-128.6236,-149.9897,-130.3932,-75.1858,0.555,76.1443,130.9383,149.9727,128.049,71.1547,-5.1721,-80.0865,-133.1289,-149.8134,-125.5834
0.3368,-4.9837,-79.9669,-133.0855,-149.8158,-125.5834,-67.014,9.8784,84.0698,135.2749,149.493,122.8368,62.5944,-14.7625,-88.083,-137.3199,-149.0107,-119.959
0.337,-14.012,-87.5099,-137.0531,-149.0797,-120.2976,-58.5856,19.1636,91.6669,139.0776,148.4175,117.13,53.7796,-24.2922,-95.7144,-140.936,-147.5781,-113.8225
0.3372,-22.9893,-94.7313,-140.5118,-147.7844,-114.5559,-49.9328,28.3746,98.9058,142.3314,146.7504,110.9517,44.7462,-33.7223,-102.9489,-143.962,-145.5215,-107.2002
0.3374,-31.8829,-101.6046,-143.4488,-145.9346,-108.3799,-41.0888,37.4759,105.7583,145.0235,144.4983,104.3267,35.5308,-43.0138,-109.7566,-146.3852,-142.8498,-100.1203
0.3376,-40.6606,-108.1044,-145.853,-143.5372,-101.7932,-32.0876,46.4322,112.1975,147.1433,141.6702,97.2818,26.171,-52.1287,-116.1092,-148.1956,-139.5741,-92.6131
0.3378,-49.2904,-114.207,-147.7157,-140.6014,-94.8206,-22.9634,55.2089,118.1984,148.6823,138.2774,89.8452,16.7047,-61.0296,-121.9804,-149.3855,-135.7084,-84.7105
0.338,-57.741,-119.8898,-149.0298,-137.1381,-87.4887,-13.7513,63.7721,123.7374,149.6346,134.3335,82.0468,7.1706,-69.6799,-127.3458,-149.95,-131.269,-76.4463
0.3382,-65.9815,-125.132,-149.7906,-133.1603,-79.8251,-4.4866,72.0886,128.793,149.9963,129.854,73.9182,-2.3927,-78.0442,-132.1831,-149.8866,-126.2747,-67.8559
0.3384,-73.982,-129.9143,-149.9951,-128.6828,-71.8589,4.7953,80.1263,133.3454,149.7661,124.857,65.492,-11.9463,-86.0879,-136.4725,-149.1957,-120.7465,-58.9758
0.3386,-81.7134,-134.2191,-149.6426,-123.7226,-63.6204,14.0589,87.854,137.3767,148.9448,119.3623,56.8021,-21.4513,-93.7782,-140.1959,-147.8802,-114.7079,-49.8439
0.3388,-89.1476,-138.0307,-148.7344,-118.2983,-55.1408,23.2686,95.2419,140.8713,147.5357,113.3917,47.8836,-30.8691,-101.0835,-143.3381,-145.9455,-108.1843,-40.4993
0.339,-96.2576,-141.3349,-147.274,-112.4301,-46.4521,32.3893,102.2615,143.8155,145.5444,106.9692,38.7723,-40.1614,-107.9737,-145.886,-143.3997,-101.2033,-30.9819
0.3392,-103.0175,-144.1198,-145.2666,-106.14,-37.5874,41.3859,108.8854,146.1978,142.9786,100.1203,29.5049,-49.2904,-114.4206,-147.829,-140.2536,-93.7946,-21.3321
0.3394,-109.4026,-146.3749,-142.7198,-99.4518,-28.5802,50.224,115.0882,148.0088,139.8486,92.8723,20.1187,-58.219,-120.3976,-149.159,-136.5202,-85.9893,-11.5914
0.3396,-115.3899,-148.0921,-139.6431,-92.3905,-19.4647,58.8698,120.8458,149.2416,136.1666,85.2541,10.6515,-66.9109,-125.8804,-149.8706,-132.2153,-77.8205,-1.8011
0.3398,-120.9574,-149.2651,-136.0478,-84.9825,-10.2754,67.2902,126.136,149.8912,131.9473,77.2961,1.1414,-75.3308,-130.8462,-149.9608,-127.3568,-69.3227,7.9968
0.34,-126.085,-149.8894,-131.9473,-77.2557,-1.0472,75.453,130.9383,149.9552,127.2072,69.03,-8.3732,-83.4443,-135.2749,-149.4292,-121.9651,-60.5318,17.7606
0.3402,-130.754,-149.9629,-127.3568,-69.2391,8.185,83.3268,135.2341,149.4333,121.9651,60.4887,-17.8542,-91.2186,-139.1481,-148.278,-116.0628,-51.485,27.4486
0.3404,-134.9474,-149.4853,-122.2934,-60.9627,17.3862,90.8816,139.0069,148.3275,116.2417,51.7063,-27.2632,-98.6221,-142.4499,-146.5121,-109.6745,-42.2206,37.0194
0.3406,-138.65,-148.4582,-116.7759,-52.4575,26.5215,98.0884,142.2419,146.6422,110.0595,42.7178,-36.5626,-105.6245,-145.1669,-144.1386,-102.827,-32.7777,46.4322
0.3408,-141.8482,-146.8855,-110.8248,-43.7556,35.5562,104.9196,144.9267,144.3839,103.4429,33.559,-45.7147,-112.1975,-147.2879,-141.1676,-95.549,-23.1962,55.6468
0.341,-144.5306,-144.773,-104.4621,-34.8895,44.4562,111.349,147.051,141.5615,96.4181,24.2664,-54.6828,-118.3144,-148.804,-137.6112,-87.871,-13.5167,64.6239
0.3412,-146.6872,-142.1285,-97.7115,-25.8925,53.1877,117.3521,148.6065,138.186,89.0128,14.8771,-63.4307,-123.9501,-149.7092,-133.4842,-79.8251,-3.78,73.3252
0.3414,-148.3103,-138.9616,-90.5981,-16.7984,61.7176,122.9058,149.5871,134.2705,81.2562,5.4285,-71.9233,-129.082,-149.9998,-128.8038,-71.4449,5.9727,81.7134
0.3416,-149.394,-135.2839,-83.1482,-7.6412,70.0136,127.989,149.9892,129.8304,73.1789,-4.0417,-80.1263,-133.689,-149.6744,-123.5893,-62.7657,15.7001,89.7529
0.3418,-149.9343,-131.1091,-75.3896,1.5446,78.0442,132.582,149.8111,124.8831,64.8129,-13.4958,-88.0067,-137.7525,-148.7344,-117.8623,-53.8236,25.3611,97.4092
0.342,-149.9292,-126.4524,-67.3511,10.7246,85.7789,136.6674,149.0535,119.4478,56.191,-22.8961,-95.5329,-141.2558,-147.1838,-111.6467,-44.6562,34.915,104.6498
0.3422,-149.3789,-121.331,-59.0624,19.8644,93.1886,140.2294,147.7193,113.5458,47.3474,-32.2052,-102.6744,-144.1849,-145.0289,-104.9682,-35.3019,44.3212,111.4437
0.3424,-148.2852,-115.7637,-50.5544,28.9297,100.245,143.2545,145.8138,107.2002,38.3169,-41.3859,-109.4026,-146.5278,-142.2784,-97.8545,-25.7997,53.54,117.7619
0.3426,-146.6521,-109.7709,-41.8587,37.8864,106.9215,145.7311,143.3443,100.4357,29.1352,-50.4016,-115.6904,-148.2749,-138.9438,-90.335,-16.1895,62.5326,123.5774
0.3428,-144.4856,-103.3747,-33.0076,46.701,113.1927,147.6497,140.3203,93.2788,19.8385,-59.2164,-121.5124,-149.4191,-135.0387,-82.4409,-6.5115,71.2607,128.8654
0.343,-141.7937,-96.5985,-24.0339,55.3404,119.0349,149.0029,136.7536,85.7575,10.4635,-67.7952,-126.8452,-149.9559,-130.5791,-74.2051,3.1937,79.6876,133.6034
0.3432,-138.5859,-89.4674,-14.9709,63.7721,124.4259,149.7856,132.6578,77.901,1.0472,-76.1037,-131.6674,-149.8829,-125.5834,-65.6615,12.8856,87.7776,137.7711
0.3434,-134.8741,-82.0074,-5.8523,71.9646,129.3452,149.9947,128.049,69.7402,-8.3732,-84.1089,-135.9594,-149.2006,-120.0721,-56.8458,22.5235,95.4966,141.3507
