time(s),48.0Hz,48.25Hz,48.5Hz,48.75Hz,49.0Hz,49.25Hz,49.5Hz,49.75Hz,50.0Hz,50.25Hz,50.5Hz,50.75Hz,51.0Hz,51.25Hz,51.5Hz,51.75Hz,52.0Hz
0.1004,125.675,136.9764,144.878,149.1837,149.7867,146.6719,139.9166,129.6886,116.2417,99.9096,81.0977,60.273,37.9523,14.6895,-8.9378,-32.3432,-54.946
0.1006,130.3828,140.4292,146.9762,149.8606,149.0107,144.4476,136.285,124.7263,110.0595,92.6501,72.932,51.3965,28.5802,5.0518,-18.6026,-41.7934,-63.9427
0.1008,134.6165,143.3659,148.5285,149.9753,147.67,141.6702,132.1262,119.2766,103.4429,85.0213,64.4727,42.311,19.0909,-4.6069,-28.1895,-51.0668,-72.6665
0.101,138.3605,145.7757,149.5293,149.5273,145.7695,138.3504,127.4563,113.3609,96.4181,77.0537,55.7538,33.0535,9.5231,-14.2466,-37.6584,-60.1243,-81.0801
0.1012,141.6013,147.6497,149.9749,148.5183,143.3165,134.5008,122.2934,107.0022,89.0128,68.7788,46.8104,23.6617,-0.0838,-23.8271,-46.9696,-68.9277,-89.1476
0.1014,144.327,148.9811,149.8636,146.9521,140.3203,130.1362,116.6575,100.2255,81.2562,60.2298,37.6786,14.1736,-9.6903,-33.3089,-56.0842,-77.4396,-96.8346
0.1016,146.5278,149.7649,149.1957,144.8345,136.7922,125.2733,110.5704,93.0572,73.1789,51.4408,28.3952,4.6279,-19.257,-42.6525,-64.9639,-85.6242,-104.1083
0.1018,148.1956,149.9984,147.9738,142.1736,132.7457,119.9307,104.0555,85.5253,64.8129,42.4466,18.9974,-4.9366,-28.7447,-51.8193,-73.5717,-93.4468,-110.9376
0.102,149.3244,149.6805,146.2025,138.9793,128.196,114.1289,97.1382,77.6593,56.191,33.2833,9.5231,-14.4811,-38.1143,-60.7712,-81.8714,-100.8744,-117.2934
0.1022,149.9101,148.8126,143.8882,135.2636,123.1604,107.8901,89.8452,69.4898,47.3474,23.9873,0.0105,-23.9667,-47.3275,-69.4712,-89.8284,-107.8755,-123.1485
0.1024,149.9505,147.3977,141.0397,131.0404,117.658,101.2381,82.2046,61.0488,38.3169,14.5957,-9.5022,-33.3548,-56.3463,-77.8831,-97.4092,-114.4206,-128.4779
0.1026,149.4455,145.4412,137.6674,126.3255,111.7097,94.1985,74.246,52.3692,29.1352,5.146,-18.9766,-42.6073,-65.1338,-85.9721,-104.5823,-120.4819,-133.2589
0.1028,148.397,142.9501,133.7838,121.1368,105.3379,86.7983,66.0003,43.4851,19.8385,-4.3243,-28.3746,-51.6866,-73.6538,-93.7046,-111.3174,-126.0339,-137.4712
0.103,146.8087,139.9336,129.4035,115.4935,98.5668,79.0656,57.4992,34.431,10.4635,-13.7774,-37.6584,-60.5557,-81.8714,-101.0487,-117.5865,-131.0531,-141.0966
0.1032,144.6864,136.4028,124.5427,109.417,91.4222,71.0302,48.7758,25.2424,1.0472,-23.1755,-46.7905,-69.1787,-89.7529,-107.9737,-123.3633,-135.5183,-144.1198
0.1034,142.0378,132.3708,119.2194,102.9299,83.931,62.7229,39.8637,15.9552,-8.3732,-32.4813,-55.7343,-77.5203,-97.2658,-114.451,-128.6236,-139.4105,-146.5278
0.1036,138.8727,127.8522,113.4534,96.0567,76.1217,54.1753,30.7974,6.6057,-17.7606,-41.6576,-64.4538,-85.5468,-104.3794,-120.4538,-133.3454,-142.7134,-148.3103
0.1038,135.2024,122.8638,107.2661,88.8231,68.0239,45.4204,21.612,-2.7697,-27.0779,-50.6678,-72.9137,-93.2255,-111.0644,-125.9572,-137.5089,-145.4129,-149.4598
0.104,131.0404,117.4238,100.6805,81.2562,59.6683,36.4915,12.343,-12.1342,-36.2883,-59.4761,-81.0801,-100.5251,-117.2934,-130.9383,-141.0966,-147.4978,-149.9713
0.1042,126.4017,111.5523,93.721,73.3845,51.0865,27.4228,3.0262,-21.4513,-45.3555,-68.0473,-88.9201,-107.4161,-123.0408,-135.3765,-144.0936,-148.959,-149.8427
0.1044,121.3033,105.2708,86.4135,65.2375,42.311,18.2492,-6.3023,-30.6847,-54.2437,-76.3472,-96.4021,-113.8702,-128.2829,-139.2534,-146.4873,-149.7906,-149.0745
0.1046,115.7637,98.6023,78.7851,56.8458,33.3752,9.0057,-15.6064,-39.7981,-62.9178,-84.3428,-103.496,-119.8615,-132.9984,-142.5529,-148.2677,-149.9889,-147.67
0.1048,109.803,91.5715,70.8642,48.2407,24.3129,-0.2723,-24.8501,-48.756,-71.3436,-92.0022,-110.1733,-125.3654,-137.1678,-145.2614,-149.4274,-149.5531,-145.6351
0.105,103.4429,84.2042,62.6801,39.4547,15.1584,-9.5492,-33.9977,-57.5234,-79.4879,-99.2949,-116.407,-130.3595,-140.774,-147.3676,-149.9614,-148.485,-142.9786
0.1052,96.7066,76.5274,54.2632,30.5206,5.9465,-18.7896,-43.0138,-66.0661,-87.3184,-106.1918,-122.172,-134.8237,-143.8021,-148.8627,-149.8675,-146.7893,-139.7118
0.1054,89.6186,68.5693,45.6449,21.4721,-3.2879,-27.958,-51.8635,-74.3506,-94.8044,-112.6654,-127.4453,-138.7397,-146.2399,-149.7406,-149.1462,-144.473,-135.8486
0.1056,82.2046,60.3593,36.857,12.343,-12.5099,-37.0194,-60.5126,-82.3447,-101.9162,-118.6899,-132.2054,-142.0916,-148.0771,-149.9977,-147.8005,-141.5459,-131.4056
0.1058,74.4916,51.9274,27.9323,3.1675,-21.6845,-45.939,-68.9277,-90.017,-108.6258,-124.2413,-136.4333,-144.8658,-149.3064,-149.6328,-145.8359,-138.0204,-126.4017
0.106,66.5076,43.3046,18.9039,-6.0198,-30.7769,-54.6828,-77.0761,-97.3376,-114.9067,-129.2975,-140.112,-147.051,-149.9227,-148.6475,-143.2608,-133.9115,-120.8582
0.1062,58.2818,34.5227,9.8052,-15.1845,-39.7526,-63.2171,-84.9264,-104.2778,-120.7341,-133.8383,-143.2266,-148.6383,-149.9233,-147.0458,-140.0858,-129.2364,-114.7989
0.1064,49.8439,25.614,0.6702,-24.2922,-48.5777,-71.5094,-92.4482,-110.8107,-126.085,-137.8455,-145.7646,-149.6213,-149.3084,-144.8345,-136.3243,-124.015,-108.2495
0.1066,41.2248,16.6111,-8.4673,-33.3089,-57.2186,-79.5278,-99.6124,-116.9105,-130.9383,-141.3033,-147.7157,-149.996,-148.0805,-142.0227,-131.9921,-118.2693,-101.2381
0.1068,32.4557,7.5471,-17.5734,-42.2005,-65.6427,-87.2418,-106.3913,-122.5536,-135.2749,-144.1979,-149.0722,-149.7608,-146.2445,-138.622,-127.1072,-112.0236,-93.7946
0.107,23.5686,-1.5446,-26.6142,-50.9338,-73.818,-94.6217,-112.7587,-127.7179,-139.0776,-146.5177,-149.8285,-148.9167,-143.8081,-134.6465,-121.6902,-105.3043,-85.9507
0.1072,14.5957,-10.6306,-35.5562,-59.4761,-81.7134,-101.6393,-118.6899,-132.3831,-142.3314,-148.2534,-149.9817,-147.4672,-140.7812,-130.1127,-115.7637,-98.1399,-77.7399
0.1074,5.5698,-19.6776,-44.3662,-67.7952,-89.2992,-108.2677,-124.1621,-136.5311,-145.0235,-149.3982,-149.531,-145.4181,-137.1762,-125.0395,-109.3525,-90.5605,-69.1973
0.1076,-3.4764,-28.6522,-53.0114,-75.8599,-96.5464,-114.4815,-129.1539,-140.1456,-147.1433,-149.9475,-148.4784,-142.7777,-133.0081,-119.4478,-102.4834,-82.5983,-60.3593
0.1078,-12.5099,-37.5215,-61.4598,-83.64,-103.4278,-120.257,-133.6462,-143.2126,-148.6823,-149.8991,-146.828,-139.5569,-128.2938,-113.3609,-95.1853,-74.287,-51.2637
0.108,-21.498,-46.2529,-69.6799,-91.1064,-109.9171,-125.572,-137.6216,-145.72,-149.6346,-149.2531,-144.5865,-135.7686,-123.0527,-106.8039,-87.4887,-65.6615,-41.9492
0.1082,-30.4078,-54.8144,-77.6413,-98.2309,-115.9898,-130.4061,-141.0646,-147.658,-149.9963,-148.0122,-141.7629,-131.4283,-117.3064,-99.8041,-79.4257,-56.7585,-32.4557
0.1084,-39.2071,-63.1744,-85.3144,-104.9869,-121.6228,-134.741,-143.962,-149.0191,-149.7661,-146.1814,-138.3686,-126.5537,-111.0785,-92.3905,-71.0302,-47.6156,-22.8237
0.1086,-47.8637,-71.3022,-92.6707,-111.349,-126.7949,-138.5599,-146.3025,-149.798,-148.9448,-143.7678,-134.4172,-121.1645,-104.3944,-84.5938,-62.3374,-38.2713,-13.0942
0.1088,-56.3463,-79.1679,-99.6829,-117.2934,-131.4863,-141.8482,-148.0771,-149.9916,-147.5357,-140.7812,-129.9247,-115.2827,-97.2818,-76.4463,-53.3835,-28.7652,-3.3089
0.109,-64.6239,-86.7427,-106.3249,-122.7977,-135.6794,-144.5934,-149.279,-149.5991,-145.5444,-137.2334,-124.9092,-108.9322,-89.7697,-67.9819,-44.2061,-19.1376,6.4906
0.1092,-72.6665,-93.9987,-112.572,-127.8413,-139.3583,-146.785,-149.9034,-148.6221,-142.9786,-133.1386,-119.3908,-102.1388,-81.889,-59.2356,-34.8437,-9.429,16.2624
0.1094,-80.4447,-100.9093,-118.4012,-132.4052,-142.5089,-148.4145,-149.948,-147.0644,-139.8486,-128.513,-113.3917,-94.9301,-73.6721,-50.2437,-25.3353,0.3194,25.9647
0.1096,-87.9304,-107.4489,-123.7907,-136.4725,-145.1194,-149.4757,-149.4127,-144.9321,-136.1666,-123.3752,-106.9362,-87.3355,-65.1526,-41.0435,-15.7209,10.0665,35.5562
0.1098,-95.0962,-113.5937,-128.7205,-140.0277,-147.1798,-149.9645,-148.2993,-142.2336,-131.9473,-117.7457,-100.0501,-79.3857,-56.3657,-31.6731,-6.0407,19.771,44.996
0.11,-101.9162,-119.321,-133.1723,-143.0575,-148.6823,-149.8792,-146.6124,-138.9793,-127.2072,-111.6467,-92.7613,-71.1132,-47.3474,-22.1714,3.6648,29.3919,54.2437
0.1102,-108.3655,-124.6098,-137.1296,-145.5507,-149.6213,-149.2199,-144.3583,-135.182,-121.9651,-105.1028,-85.099,-62.5516,-38.1346,-12.5778,13.355,38.8886,63.2598
0.1104,-114.4206,-129.4406,-140.5777,-147.4978,-149.9932,-147.9892,-141.5459,-130.8565,-116.2417,-98.1399,-77.0941,-53.7356,-28.7652,-2.932,22.9893,48.2209,72.006
0.1106,-120.0595,-133.7957,-143.5038,-148.8915,-149.7966,-146.1919,-138.186,-126.0197,-110.0595,-90.7858,-68.7788,-44.7012,-19.2778,6.726,32.5273,57.3493,80.4447
0.1108,-125.2618,-137.659,-145.8969,-149.7266,-149.0322,-143.8349,-134.2915,-120.6906,-103.4429,-83.0698,-60.1867,-35.485,-9.7112,16.3561,41.9291,66.2353,88.5401
0.111,-130.0084,-141.0165,-147.7484,-149.9999,-147.7029,-140.927,-129.8776,-114.8898,-96.4181,-75.0227,-51.3522,-26.1246,-0.1047,25.9183,51.1554,74.8412,96.2576
0.1112,-134.2822,-143.8556,-149.0511,-149.7105,-145.8138,-137.4796,-124.9614,-108.6402,-89.0128,-66.6765,-42.311,-16.6579,9.5022,35.3731,60.1675,83.1308,103.5642
0.1114,-138.0675,-146.1661,-149.8004,-148.8595,-143.372,-133.5057,-119.5617,-101.9661,-81.2562,-58.0646,-33.0995,-7.1235,19.0701,44.6812,68.9277,91.0689,110.4287
0.1116,-141.3507,-147.9394,-149.9934,-147.4499,-140.3868,-129.0206,-113.6997,-94.8936,-73.1789,-49.2212,-23.7547,2.4399,28.5597,53.8041,77.3993,98.6221,116.8219
0.1118,-144.1198,-149.169,-149.6295,-145.4872,-136.8695,-124.0415,-107.3978,-87.4504,-64.8129,-40.1816,-14.3143,11.9933,37.932,62.7038,85.5468,105.7583,122.7164
0.112,-146.3646,-149.8503,-148.7099,-142.9786,-132.8334,-118.5874,-100.6805,-79.6654,-56.191,-30.9819,-4.8163,21.498,47.1486,71.3436,93.3362,112.4474,128.0871
0.1122,-148.0771,-149.9809,-147.2381,-139.9336,-128.2938,-112.6793,-93.5738,-71.5692,-47.3474,-21.6586,4.7011,30.9153,56.1716,79.6876,100.7348,118.6611,132.9111
0.1124,-149.251,-149.5603,-145.2195,-136.3636,-123.2679,-106.3396,-86.1051,-63.1934,-38.3169,-12.249,14.1996,40.2068,64.9639,87.7012,107.7117,124.3732,137.1678
0.1126,-149.8821,-148.5901,-142.6617,-132.282,-117.7748,-99.5928,-78.3033,-54.5706,-29.1352,-2.7906,23.641,49.3349,73.4895,95.3511,114.2375,129.5595,140.8389
0.1128,-149.968,-147.0737,-139.5741,-127.7041,-111.8354,-92.4647,-70.1987,-45.7346,-19.8385,6.6789,32.9871,58.2625,81.7134,102.6057,120.2851,134.1981,143.9089
0.113,-149.5084,-145.0168,-135.9683,-122.6471,-105.472,-84.9825,-61.8226,-36.72,-10.4635,16.1218,42.2005,66.9531,89.6018,109.4349,125.8291,138.2693,146.3646
0.1132,-148.505,-142.427,-131.8575,-117.13,-98.7088,-77.1749,-53.2073,-27.5618,-1.0472,25.5005,51.244,75.3715,97.1223,115.8103,130.8462,141.756,148.1956
0.1134,-146.9615,-139.3137,-127.2571,-111.1734,-91.5715,-69.0718,-44.3862,-18.296,8.3732,34.7775,60.0811,83.4835,104.2439,121.7055,135.3156,144.6435,149.394
0.1136,-144.8835,-135.6884,-122.1842,-104.7998,-84.0872,-60.7042,-35.3934,-8.9587,17.7606,43.9158,68.6764,91.256,110.9376,127.0961,139.2184,146.9194,149.9547
0.1138,-142.2784,-131.5644,-116.6575,-98.0329,-76.2841,-52.1042,-26.2638,0.4136,27.0779,52.8792,76.9952,98.6576,117.1758,131.9597,142.5383,148.5743,149.8753
0.114,-139.1559,-126.9569,-110.6977,-90.8983,-68.1919,-43.3046,-17.0325,9.7843,36.2883,61.6317,85.0041,105.658,122.9328,136.2762,145.2614,149.601,149.1562
0.1142,-135.5272,-121.8828,-104.3267,-83.4226,-59.8412,-34.3393,-7.7354,19.1168,45.3555,70.1386,92.6707,112.2288,128.1851,140.0277,147.3763,149.9953,147.8005
0.1144,-131.4056,-116.3607,-97.5684,-75.6339,-51.2637,-25.2424,1.5917,28.3746,54.2437,78.3659,99.9643,118.3433,132.9111,143.1985,148.8743,149.7555,145.8138
0.1146,-126.8061,-110.411,-90.4478,-67.5615,-42.4918,-16.0489,10.9126,37.5215,62.9178,86.2808,106.8554,123.9767,137.0914,145.7757,149.7489,148.8826,143.2048
0.1148,-121.7453,-104.0555,-82.9913,-59.2356,-33.559,-6.794,20.1913,46.5218,71.3436,93.8518,113.3163,129.106,140.7088,147.7484,149.9965,147.3802,139.9845
0.115,-116.2417,-97.3176,-75.2266,-50.6875,-24.4989,2.487,29.3919,55.3404,79.4879,101.0487,119.321,133.7104,143.7484,149.1085,149.6161,145.2549,136.1666
0.1152,-110.3153,-90.2221,-67.1826,-41.9492,-15.346,11.7584,38.4788,63.9427,87.3184,107.8428,124.8454,137.7711,146.1978,149.8503,148.6093,142.5154,131.7676
0.1154,-103.9876,-82.7949,-58.8891,-33.0535,-6.1349,20.9848,47.4169,72.2952,94.8044,114.207,129.8671,141.2717,148.0469,149.9708,146.9803,139.1735,126.8061
0.1156,-97.2818,-75.0635,-50.3769,-24.0339,3.0995,30.1309,56.1716,80.3652,101.9162,120.116,134.3661,144.1979,149.2882,149.4695,144.736,135.2432,121.3033
0.1158,-90.2221,-67.0562,-41.6777,-14.924,12.3221,39.1616,64.709,88.1212,108.6258,125.5462,138.3241,146.5378,149.9165,148.3485,141.8856,130.7411,115.2827
0.116,-82.8342,-58.8024,-32.8237,-5.7582,21.498,48.0423,72.9961,95.5329,114.9067,130.4759,141.7252,148.282,149.9292,146.6124,138.4413,125.6864,108.7701
0.1162,-75.1451,-50.3325,-23.8478,3.4293,30.5924,56.7391,81.0008,102.5713,120.7341,134.8856,144.5558,149.4233,149.3264,144.2684,134.4172,120.1003,101.7932
0.1164,-67.1826,-41.6777,-14.7833,12.6039,39.5709,65.2187,88.6922,109.209,126.085,138.7576,146.8044,149.957,148.1104,141.3262,129.8304,114.0065,94.3818
0.1166,-58.9758,-32.8697,-5.664,21.7311,48.3993,73.4485,96.0406,115.42,130.9383,142.0765,148.462,149.881,146.2863,137.798,124.7001,107.4307,86.5675
0.1168,-50.5544,-23.9408,3.4764,30.7769,57.0444,81.397,103.0175,121.18,135.2749,144.8291,149.5219,149.1957,143.8616,133.6985,119.0476,100.4007,78.3837
0.117,-41.9492,-14.924,12.6039,39.7072,65.4732,89.0339,109.5959,126.4665,139.0776,147.0043,149.9798,147.9038,140.8461,129.0446,112.8967,92.9463,69.8653
0.1172,-33.1914,-5.8523,21.6845,48.4885,73.6538,96.3299,115.7503,131.2589,142.3314,148.5936,149.834,146.0105,137.2524,123.8557,106.2731,85.099,61.0488
0.1174,-24.3129,3.2408,30.6847,57.0879,81.5553,103.257,121.4571,135.5385,145.0235,149.5906,149.0849,143.5236,133.0951,118.1532,99.2046,76.8919,51.9716
0.1176,-15.346,12.3221,39.5709,65.4732,89.1476,109.7887,126.6941,139.2884,147.1433,149.9913,147.7357,140.4531,128.3914,111.9609,91.7208,68.3597,42.6726
0.1178,-6.3232,21.3581,48.3101,73.6128,96.4021,115.9001,131.441,142.4942,148.6823,149.7942,145.7917,136.8116,123.1604,105.3043,83.8529,59.5385,33.1914
0.118,2.7226,30.3155,56.87,81.4762,103.2912,121.5676,135.6794,145.1432,149.6346,148.9999,143.2608,132.6138,117.4238,98.2111,75.6339,50.4657,23.5686
0.1182,11.7584,39.1616,65.2187,89.0339,109.7887,126.7697,139.3931,147.2251,149.9963,147.6117,140.1531,127.8769,111.2051,90.7107,67.0983,41.1795,13.8452
0.1184,20.7515,47.8637,73.3252,96.2576,115.8701,131.4863,142.5676,148.7317,149.7661,145.6351,136.4812,122.62,104.5297,82.8342,58.2818,31.7192,4.0626
0.1186,29.6691,56.39,81.1594,103.1202,121.5124,135.6995,145.1906,149.6573,148.9448,143.078,132.2598,116.8646,97.4252,74.6142,49.2212,22.1248,-5.7372
0.1188,38.4788,64.709,88.6922,109.5959,126.6941,139.3931,147.2521,149.9981,147.5357,139.9506,127.506,110.634,89.9206,66.0849,39.9546,12.4369,-15.5126
0.119,47.1486,72.7901,95.8957,115.6604,131.3955,142.5529,148.7439,149.7528,145.5444,136.2653,122.2388,103.9537,82.0468,57.2816,30.5206,2.6964,-25.2218
0.1192,55.6468,80.6038,102.7431,121.291,135.599,145.1669,149.6604,148.9224,142.9786,132.0368,116.4796,96.8506,73.8362,48.2407,20.9589,-7.0555,-34.8233
0.1194,63.9427,88.1212,109.209,126.4665,139.2884,147.2251,149.9981,147.5101,139.8486,127.2821,110.2514,89.3538,65.3224,38.9998,11.3095,-16.7776,-44.2762
0.1196,72.006,95.3147,115.2693,131.1676,142.4499,148.7195,149.7555,145.5215,136.1666,122.02,103.5794,81.4938,56.5404,29.5973,1.6127,-26.4287,-53.54
0.1198,79.8073,102.158,120.9016,135.3765,145.0715,149.6444,148.9336,142.9643,131.9473,116.2715,96.4903,73.3023,47.5262,20.072,-8.0909,-35.9681,-62.5754
0.12,87.3184,108.6258,126.085,139.0776,147.1433,149.9963,147.5357,139.8486,127.2072,110.0595,89.0128,64.8129,38.3169,10.4635,-17.7606,-45.3555,-71.3436
0.1202,94.5119,114.6944,130.8001,142.2569,148.6573,149.7739,145.5671,136.1864,121.9651,103.4088,81.177,56.0599,28.9502,0.8116,-27.3559,-54.5511,-79.8073
0.1204,101.3617,120.3414,135.0296,144.9024,149.6078,148.978,143.0355,131.9921,116.2417,96.3459,73.0143,47.079,19.4647,-8.8437,-36.8367,-63.5161,-87.9304
0.1206,107.8428,125.5462,138.7576,147.0043,149.9913,147.6117,139.9506,127.2821,110.0595,88.899,64.5578,37.9067,9.8993,-18.4623,-46.1633,-72.2126,-95.6781
0.1208,113.9316,130.2895,141.9704,148.5547,149.8063,145.6801,136.3243,122.0747,103.4429,81.0977,55.8413,28.5802,0.2932,-28.0043,-55.2966,-80.6038,-103.0175
0.121,119.606,134.5541,144.6559,149.5478,149.0535,143.1907,132.1708,116.3904,96.4181,72.9732,46.9,19.1376,-9.3141,-37.4303,-64.1983,-88.6542,-109.9171
0.1212,124.8454,138.3241,146.8044,149.9798,147.7357,140.1531,127.506,110.2514,89.0128,64.5578,37.7699,9.6171,-18.8831,-46.701,-72.8313,-96.3299,-116.3475
0.1214,129.6307,141.5857,148.4076,149.8491,145.8579,136.5787,122.348,103.6816,81.2562,55.885,28.4877,0.0576,-28.3746,-55.7781,-81.1594,-103.5983,-122.2813
0.1216,133.9445,144.327,149.4598,149.1562,143.4273,132.4814,116.7167,96.7066,73.1789,46.9895,19.0909,-9.5022,-37.7496,-64.6239,-89.1476,-110.4287,-127.6931
0.1218,137.7711,146.5378,149.957,147.9038,140.4531,127.8769,110.634,89.3538,64.8129,37.9067,9.6171,-19.0233,-46.9696,-73.2018,-96.7627,-116.7923,-132.5599
0.122,141.0966,148.2101,149.8973,146.0964,136.9465,122.7826,104.1234,81.6519,56.191,28.6727,0.1047,-28.4671,-55.9967,-81.4762,-103.9725,-122.6622,-136.8609
0.1222,143.9089,149.3377,149.281,143.7409,132.9208,117.2183,97.21,73.631,47.3474,19.3245,-9.4081,-37.7952,-64.794,-89.4127,-110.7471,-128.0135,-140.5777
0.1224,146.1978,149.9165,148.1104,140.8461,128.3914,111.2051,89.9206,65.3224,38.3169,9.8993,-18.8831,-46.9696,-73.3252,-96.9785,-117.058,-132.8236,-143.6944
0.1226,147.9549,149.9443,146.3898,137.4229,123.3752,104.766,82.2834,56.7585,29.1352,0.4346,-28.282,-55.953,-81.5553,-104.1422,-122.8788,-137.0723,-146.1978
0.1228,149.1739,149.421,144.1256,133.4842,117.8915,97.9259,74.3279,47.9729,19.8385,-9.0318,-37.5671,-64.709,-89.4505,-110.8742,-128.1851,-140.7414,-148.0771
0.123,149.8503,148.3485,141.3262,129.0446,111.9609,90.7107,66.0849,38.9998,10.4635,-18.4623,-46.701,-73.2018,-96.9785,-117.1464,-132.9548,-143.8155,-149.3244
0.1232,149.9817,146.7308,138.002,124.1209,105.6059,83.1482,57.5863,29.8744,1.0472,-27.8191,-55.6468,-81.397,-104.1083,-122.9328,-137.1678,-146.2817,-149.9343
0.1234,149.5675,144.5739,134.1653,118.7315,98.8507,75.2674,48.8649,20.6322,-8.3732,-37.0651,-64.3686,-89.2613,-110.8107,-128.2096,-140.8065,-148.1294,-149.9042
0.1236,148.6093,141.8856,129.8304,112.8967,91.7208,67.0983,39.9546,11.3095,-17.7606,-46.1633,-72.8313,-96.7627,-117.058,-132.9548,-143.8556,-149.3509,-149.2342
0.1238,147.1106,138.6759,125.0135,106.6383,84.2432,58.6723,30.8896,1.9425,-27.0779,-55.0775,-81.0008,-103.8706,-122.8247,-137.1487,-146.3025,-149.9411,-147.9273
0.124,145.0769,134.9565,119.7323,99.9799,76.4463,50.0217,21.7052,-7.4321,-36.2883,-63.7721,-88.8442,-110.5562,-128.0871,-140.774,-148.1368,-149.8973,-145.9889
0.1242,142.5154,130.7411,114.0065,92.9463,68.3597,41.1795,12.4369,-16.7776,-45.3555,-72.2126,-96.3299,-116.7923,-132.8236,-143.8155,-149.3509,-149.2199,-143.4273
0.1244,139.4356,126.0453,107.8573,85.564,60.014,32.1796,3.1204,-26.0575,-54.2437,-80.3652,-103.4278,-122.5536,-137.0148,-146.2608,-149.9397,-147.9116,-140.2536
0.1246,135.8486,120.8861,101.3076,77.8607,51.4408,23.0565,-6.2081,-35.2357,-62.9178,-88.1974,-110.1093,-127.8166,-140.6433,-148.0996,-149.9008,-145.978,-136.4812
0.1248,131.7676,115.2827,94.3818,69.8653,42.6726,13.8452,-15.5126,-44.2762,-71.3436,-95.6781,-116.3475,-132.5599,-143.6944,-149.3244,-149.2342,-143.4273,-132.1262
0.125,127.2072,109.2556,87.1054,61.6078,33.7427,4.5808,-24.7571,-53.1437,-79.4879,-102.7774,-122.1173,-136.7643,-146.1555,-149.93,-147.9428,-140.2703,-127.2072
0.1252,122.1842,102.827,79.5057,53.1192,24.6848,-4.7011,-33.9059,-61.8035,-87.3184,-109.4671,-127.3955,-140.4126,-148.0165,-149.914,-146.0321,-136.5202,-121.7453
0.1254,116.7167,96.0205,71.6106,44.4312,15.5335,-13.9651,-42.9235,-70.2219,-94.8044,-115.7204,-132.1609,-143.49,-149.2697,-149.2764,-143.5099,-132.193,-115.7637
0.1256,110.8248,88.861,63.4497,35.5766,6.3232,-23.1755,-51.7751,-78.3659,-101.9162,-121.5124,-136.3941,-145.9841,-149.9101,-148.0199,-140.3868,-127.307,-109.2879
0.1258,104.5297,81.375,55.0531,26.5885,-2.911,-32.2972,-60.4264,-86.2037,-108.6258,-126.82,-140.0783,-147.8845,-149.9349,-146.1496,-136.676,-121.8828,-102.3457
0.126,97.8545,73.5899,46.4521,17.5006,-12.1342,-41.2953,-68.844,-93.7046,-114.9067,-131.6222,-143.1985,-149.1837,-149.3441,-143.6734,-132.3929,-115.9433,-94.9666
0.1262,90.8233,65.5344,37.6786,8.3471,-21.3114,-50.1352,-76.9952,-100.8395,-120.7341,-135.8997,-145.7423,-149.8764,-148.1401,-140.6014,-127.5556,-109.5136,-87.1822
0.1264,83.4617,57.238,28.7652,-0.8378,-30.4078,-58.7831,-84.8487,-107.5804,-126.085,-139.6354,-147.6993,-149.9597,-146.3279,-136.9465,-122.1842,-102.621,-79.0256
0.1266,75.7967,48.7312,19.745,-10.0195,-39.389,-67.206,-92.374,-113.9009,-130.9383,-142.8146,-149.0617,-149.4333,-143.9148,-132.7238,-116.3012,-95.2945,-70.5317
0.1268,67.8559,40.0454,10.6515,-19.1636,-48.2209,-75.3715,-99.5419,-119.7764,-135.2749,-145.4245,-149.824,-148.2993,-140.9109,-127.9507,-109.9313,-87.5652,-61.7367
0.127,59.6683,31.2124,1.5184,-28.2358,-56.87,-83.2484,-106.3249,-125.1839,-139.0776,-147.4547,-149.9831,-146.5624,-137.3283,-122.6471,-103.1012,-79.4657,-52.6782
0.1272,51.2637,22.2646,-7.6203,-37.202,-65.3035,-90.8066,-112.6965,-130.1023,-142.3314,-148.8972,-149.5384,-144.2296,-133.1819,-116.835,-95.8393,-71.0302,-43.3949
0.1274,42.6726,13.2351,-16.7307,-46.0287,-73.4895,-98.0171,-118.6323,-134.5124,-145.0235,-149.7461,-148.4917,-141.3104,-128.4887,-110.5385,-88.1763,-62.2945,-33.9263
0.1276,33.9263,4.1568,-25.779,-54.6828,-81.397,-104.8522,-124.1092,-138.3969,-147.1433,-149.9982,-146.8472,-137.8166,-123.2679,-103.7837,-80.144,-53.2954,-24.3129
0.1278,25.0566,-4.9366,-34.7316,-63.1316,-88.996,-111.2858,-129.106,-141.7406,-148.6823,-149.6523,-144.6115,-133.7625,-117.541,-96.5985,-71.7762,-44.071,-14.5957
0.128,16.0958,-14.012,-43.5552,-71.3436,-96.2576,-117.2934,-133.6034,-144.5306,-149.6346,-148.7099,-141.7937,-129.1646,-111.3315,-89.0128,-63.1079,-34.6603,-4.8163
0.1282,7.0764,-23.0358,-52.2171,-79.288,-103.1544,-122.8518,-137.5841,-146.7558,-149.9963,-147.1747,-138.4049,-124.0415,-104.6648,-81.0581,-54.1753,-25.1031,4.9837
